run_index,batch_id,task_id,task_type,model_key,model_id,prompt_key,claude_structure,claude_hallucination,claude_completeness,claude_token_efficiency,claude_parse_error,gpt4o_structure,gpt4o_hallucination,gpt4o_completeness,gpt4o_token_efficiency,gpt4o_parse_error,agreement_structure_diff,agreement_hallucination_diff,agreement_completeness_diff,agreement_mean_diff,agreement_exact_match,output_tokens,total_tokens,latency_s,api
1,20260815_121607,T03,constant_emergence,gpt-4o,gpt-4o,base_c,2,3,2,0.3672,False,3,4,4,0.577,False,1.0,1.0,2.0,1.333,False,574,951,6.262,openai
1,20260815_121607,T03,constant_emergence,gpt-4o,gpt-4o,base_d,3,4,3,0.5214,False,4,5,4,0.6778,False,1.0,1.0,1.0,1.0,False,597,948,6.13,openai
1,20260815_121607,T04,cross_domain_mapping,gpt-4o,gpt-4o,wlm_hybrid_v2,5,5,5,0.7328,False,5,5,3,0.6351,False,0.0,0.0,2.0,0.667,False,918,2788,7.096,openai
1,20260815_121607,T04,cross_domain_mapping,gpt-4o,gpt-4o,base_a,5,5,5,0.779,False,5,5,5,0.779,False,0.0,0.0,0.0,0.0,True,612,800,5.91,openai
1,20260815_121607,T04,cross_domain_mapping,gpt-4o,gpt-4o,base_b,5,5,4,0.6822,False,4,5,4,0.6335,False,1.0,0.0,0.0,0.333,False,934,1357,7.818,openai
1,20260815_121607,T04,cross_domain_mapping,gpt-4o,gpt-4o,base_c,3,5,2,0.483,False,4,5,4,0.6279,False,1.0,0.0,2.0,1.0,False,993,1342,8.129,openai
1,20260815_121607,T04,cross_domain_mapping,gpt-4o,gpt-4o,base_d,5,5,5,0.7481,False,5,5,3,0.6484,False,0.0,0.0,2.0,0.667,False,798,1121,6.691,openai
1,20260815_121607,T05,hallucination_suppression,gpt-4o,gpt-4o,wlm_hybrid_v2,3,5,5,0.684,False,4,5,4,0.684,False,1.0,0.0,1.0,0.667,False,563,2470,5.296,openai
1,20260815_121607,T05,hallucination_suppression,gpt-4o,gpt-4o,base_a,4,2,3,0.5111,False,4,5,3,0.6815,False,0.0,3.0,0.0,1.0,False,353,558,3.74,openai
1,20260815_121607,T05,hallucination_suppression,gpt-4o,gpt-4o,base_b,3,2,2,0.3747,False,5,4,3,0.6424,False,2.0,2.0,1.0,1.667,False,505,945,5.352,openai
1,20260815_121607,T05,hallucination_suppression,gpt-4o,gpt-4o,base_c,1,5,1,0.4001,False,1,5,1,0.4001,False,0.0,0.0,0.0,0.0,True,340,706,5.017,openai
1,20260815_121607,T05,hallucination_suppression,gpt-4o,gpt-4o,base_d,4,5,4,0.7408,False,4,5,4,0.7408,False,0.0,0.0,0.0,0.0,True,346,686,4.105,openai
1,20260815_121607,T06,math_proof_verification,gpt-4o,gpt-4o,wlm_hybrid_v2,2,2,3,0.3712,False,4,5,5,0.7424,False,2.0,3.0,2.0,2.333,False,536,2475,5.418,openai
1,20260815_121607,T06,math_proof_verification,gpt-4o,gpt-4o,base_a,5,5,5,0.7442,False,5,4,3,0.5953,False,0.0,1.0,2.0,1.0,False,827,1200,8.47,openai
1,20260815_121607,T06,math_proof_verification,gpt-4o,gpt-4o,base_b,3,2,4,0.4433,False,3,5,3,0.5418,False,0.0,3.0,1.0,1.333,False,868,1476,6.341,openai
1,20260815_121607,T06,math_proof_verification,gpt-4o,gpt-4o,base_c,2,2,2,0.3062,False,4,5,3,0.6123,False,2.0,3.0,1.0,2.0,False,686,1220,6.516,openai
1,20260815_121607,T06,math_proof_verification,gpt-4o,gpt-4o,base_d,5,3,5,0.6492,False,5,5,3,0.6492,False,0.0,2.0,2.0,1.333,False,791,1299,5.691,openai
1,20260815_121607,T07,causal_inference,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,4,0.5696,False,5,5,5,0.7767,False,2.0,1.0,1.0,1.333,False,624,2579,6.145,openai
1,20260815_121607,T07,causal_inference,gpt-4o,gpt-4o,base_a,3,4,5,0.6087,False,5,5,5,0.7609,False,2.0,1.0,0.0,1.0,False,713,965,5.949,openai
1,20260815_121607,T07,causal_inference,gpt-4o,gpt-4o,base_b,3,4,4,0.549,False,5,5,5,0.7487,False,2.0,1.0,1.0,1.333,False,794,1281,6.425,openai
1,20260815_121607,T07,causal_inference,gpt-4o,gpt-4o,base_c,2,3,3,0.3875,False,4,5,3,0.5813,False,2.0,2.0,0.0,1.333,False,973,1386,7.955,openai
1,20260815_121607,T07,causal_inference,gpt-4o,gpt-4o,base_d,3,4,4,0.5849,False,4,5,4,0.6912,False,1.0,1.0,0.0,0.667,False,527,914,4.58,openai
1,20260815_121607,T08,math_proof_verification,gpt-4o,gpt-4o,wlm_hybrid_v2,3,3,4,0.524,False,3,4,4,0.5764,False,0.0,1.0,0.0,0.333,False,578,2310,5.328,openai
1,20260815_121607,T08,math_proof_verification,gpt-4o,gpt-4o,base_a,3,2,4,0.457,False,4,5,4,0.6602,False,1.0,3.0,0.0,1.333,False,708,1035,8.726,openai
1,20260815_121607,T08,math_proof_verification,gpt-4o,gpt-4o,base_b,3,2,4,0.4331,False,4,5,4,0.6255,False,1.0,3.0,0.0,1.333,False,1019,1581,7.187,openai
1,20260815_121607,T08,math_proof_verification,gpt-4o,gpt-4o,base_c,2,2,3,0.3648,False,3,5,3,0.5732,False,1.0,3.0,0.0,1.333,False,599,1087,5.808,openai
1,20260815_121607,T08,math_proof_verification,gpt-4o,gpt-4o,base_d,3,3,3,0.4369,False,5,5,4,0.6797,False,2.0,2.0,1.0,1.667,False,958,1420,6.988,openai
1,20260815_121607,T09,math_proof_verification,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,5,0.7154,False,4,5,5,0.7154,False,0.0,0.0,0.0,0.0,True,680,2333,6.085,openai
1,20260815_121607,T09,math_proof_verification,gpt-4o,gpt-4o,base_a,4,5,5,0.7368,False,5,5,5,0.7895,False,1.0,0.0,0.0,0.333,False,562,810,4.733,openai
1,20260815_121607,T09,math_proof_verification,gpt-4o,gpt-4o,base_b,4,5,5,0.701,False,5,5,4,0.701,False,1.0,0.0,1.0,0.667,False,777,1260,6.048,openai
1,20260815_121607,T09,math_proof_verification,gpt-4o,gpt-4o,base_c,5,5,5,0.7637,False,4,5,3,0.611,False,1.0,0.0,2.0,1.0,False,696,1105,8.065,openai
1,20260815_121607,T09,math_proof_verification,gpt-4o,gpt-4o,base_d,5,4,5,0.7093,False,5,5,5,0.76,False,0.0,1.0,0.0,0.333,False,719,1102,6.973,openai
1,20260815_121607,T10,math_proof_verification,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,4,0.5808,False,3,4,3,0.528,False,0.0,0.0,1.0,0.333,False,551,2167,6.512,openai
1,20260815_121607,T10,math_proof_verification,gpt-4o,gpt-4o,base_a,4,3,5,0.626,False,5,5,4,0.7303,False,1.0,2.0,1.0,1.333,False,595,806,6.384,openai
1,20260815_121607,T10,math_proof_verification,gpt-4o,gpt-4o,base_b,4,4,5,0.6602,False,4,5,4,0.6602,False,0.0,1.0,1.0,0.667,False,708,1154,7.067,openai
1,20260815_121607,T10,math_proof_verification,gpt-4o,gpt-4o,base_c,4,4,5,0.6584,False,4,5,5,0.709,False,0.0,1.0,0.0,0.333,False,721,1093,8.098,openai
1,20260815_121607,T10,math_proof_verification,gpt-4o,gpt-4o,base_d,4,4,5,0.6661,False,4,5,5,0.7173,False,0.0,1.0,0.0,0.333,False,668,1014,6.367,openai
1,20260815_121607,T11,math_proof_verification,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,5,0.7214,False,3,5,4,0.6183,False,1.0,0.0,1.0,0.667,False,644,2341,6.691,openai
1,20260815_121607,T11,math_proof_verification,gpt-4o,gpt-4o,base_a,3,4,5,0.6597,False,4,5,4,0.7146,False,1.0,1.0,1.0,1.0,False,429,721,6.579,openai
1,20260815_121607,T11,math_proof_verification,gpt-4o,gpt-4o,base_b,3,3,5,0.5599,False,4,5,4,0.6618,False,1.0,2.0,1.0,1.333,False,697,1224,7.566,openai
1,20260815_121607,T11,math_proof_verification,gpt-4o,gpt-4o,base_c,4,4,5,0.6661,False,3,4,2,0.4611,False,1.0,0.0,3.0,1.333,False,668,1121,7.561,openai
1,20260815_121607,T11,math_proof_verification,gpt-4o,gpt-4o,base_d,5,5,5,0.7845,False,4,5,5,0.7322,False,1.0,0.0,0.0,0.333,False,585,1012,5.453,openai
1,20260815_121607,T12,logical_validity,gpt-4o,gpt-4o,wlm_hybrid_v2,4,4,4,0.6144,False,4,5,4,0.6656,False,0.0,1.0,0.0,0.333,False,671,2315,6.039,openai
1,20260815_121607,T12,logical_validity,gpt-4o,gpt-4o,base_a,4,2,4,0.529,False,5,4,5,0.7406,False,1.0,2.0,1.0,1.333,False,544,783,5.903,openai
1,20260815_121607,T12,logical_validity,gpt-4o,gpt-4o,base_b,4,3,4,0.5837,False,4,5,5,0.7428,False,0.0,2.0,1.0,1.0,False,534,1008,7.672,openai
1,20260815_121607,T12,logical_validity,gpt-4o,gpt-4o,base_c,4,2,4,0.5133,False,4,5,3,0.616,False,0.0,3.0,1.0,1.333,False,660,1060,7.08,openai
1,20260815_121607,T12,logical_validity,gpt-4o,gpt-4o,base_d,5,3,5,0.6726,False,5,5,4,0.7244,False,0.0,2.0,1.0,1.0,False,627,1001,7.47,openai
1,20260815_121607,T13,logical_validity,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,3,0.539,False,3,5,4,0.6468,False,0.0,1.0,1.0,0.667,False,484,2125,5.031,openai
1,20260815_121607,T13,logical_validity,gpt-4o,gpt-4o,base_a,5,5,5,0.8085,False,4,5,5,0.7546,False,1.0,0.0,0.0,0.333,False,484,720,5.318,openai
1,20260815_121607,T13,logical_validity,gpt-4o,gpt-4o,base_b,4,4,5,0.6643,False,4,5,5,0.7154,False,0.0,1.0,0.0,0.333,False,680,1151,6.881,openai
1,20260815_121607,T13,logical_validity,gpt-4o,gpt-4o,base_c,4,5,4,0.6535,False,3,5,4,0.6033,False,1.0,0.0,0.0,0.333,False,757,1154,10.135,openai
1,20260815_121607,T13,logical_validity,gpt-4o,gpt-4o,base_d,5,4,5,0.7155,False,3,3,4,0.5111,False,2.0,1.0,1.0,1.333,False,679,1050,7.487,openai
1,20260815_121607,T14,logical_validity,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,3,0.5292,False,4,5,5,0.7409,False,1.0,1.0,2.0,1.333,False,543,2177,5.627,openai
1,20260815_121607,T14,logical_validity,gpt-4o,gpt-4o,base_a,4,5,5,0.708,False,5,5,4,0.708,False,1.0,0.0,1.0,0.667,False,728,957,9.433,openai
1,20260815_121607,T14,logical_validity,gpt-4o,gpt-4o,base_b,4,4,5,0.6441,False,5,5,5,0.7432,False,1.0,1.0,0.0,0.667,False,834,1298,8.07,openai
1,20260815_121607,T14,logical_validity,gpt-4o,gpt-4o,base_c,4,5,4,0.6495,False,5,5,4,0.6994,False,1.0,0.0,0.0,0.333,False,789,1179,9.369,openai
1,20260815_121607,T14,logical_validity,gpt-4o,gpt-4o,base_d,4,5,4,0.654,False,5,5,5,0.7547,False,1.0,0.0,1.0,0.667,False,753,1117,7.614,openai
1,20260815_121607,T15,statistical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,5,0.6983,False,4,5,4,0.6484,False,0.0,0.0,1.0,0.333,False,798,2459,7.31,openai
1,20260815_121607,T15,statistical_reasoning,gpt-4o,gpt-4o,base_a,4,3,5,0.6137,False,5,5,5,0.7671,False,1.0,2.0,0.0,1.0,False,676,932,6.589,openai
1,20260815_121607,T15,statistical_reasoning,gpt-4o,gpt-4o,base_b,5,5,5,0.7485,False,4,5,4,0.6487,False,1.0,0.0,1.0,0.667,False,795,1286,6.841,openai
1,20260815_121607,T15,statistical_reasoning,gpt-4o,gpt-4o,base_c,4,3,4,0.5442,False,4,5,4,0.6431,False,0.0,2.0,0.0,0.667,False,843,1260,9.942,openai
1,20260815_121607,T15,statistical_reasoning,gpt-4o,gpt-4o,base_d,4,4,5,0.664,False,5,5,5,0.7661,False,1.0,1.0,0.0,0.667,False,682,1073,6.243,openai
1,20260815_121607,T16,statistical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,4,0.6933,False,4,5,4,0.6933,False,0.0,0.0,0.0,0.0,True,517,2211,5.618,openai
1,20260815_121607,T16,statistical_reasoning,gpt-4o,gpt-4o,base_a,4,3,5,0.6004,False,4,5,5,0.7005,False,0.0,2.0,0.0,0.667,False,781,1070,10.801,openai
1,20260815_121607,T16,statistical_reasoning,gpt-4o,gpt-4o,base_b,4,4,5,0.6566,False,4,5,5,0.7071,False,0.0,1.0,0.0,0.333,False,734,1258,9.485,openai
1,20260815_121607,T16,statistical_reasoning,gpt-4o,gpt-4o,base_c,3,3,4,0.5244,False,4,5,5,0.7342,False,1.0,2.0,1.0,1.333,False,575,1025,7.527,openai
1,20260815_121607,T16,statistical_reasoning,gpt-4o,gpt-4o,base_d,3,3,5,0.5644,False,4,5,5,0.7183,False,1.0,2.0,0.0,1.0,False,662,1086,8.672,openai
1,20260815_121607,T17,statistical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,3,5,5,0.6516,False,4,5,5,0.7017,False,1.0,0.0,0.0,0.333,False,772,2399,7.939,openai
1,20260815_121607,T17,statistical_reasoning,gpt-4o,gpt-4o,base_a,4,3,5,0.636,False,4,5,5,0.742,False,0.0,2.0,0.0,0.667,False,538,760,8.33,openai
1,20260815_121607,T17,statistical_reasoning,gpt-4o,gpt-4o,base_b,4,5,5,0.6956,False,4,5,3,0.5962,False,0.0,0.0,2.0,0.667,False,819,1276,9.227,openai
1,20260815_121607,T17,statistical_reasoning,gpt-4o,gpt-4o,base_c,4,3,4,0.5376,False,4,5,3,0.5865,False,0.0,2.0,1.0,1.0,False,915,1298,11.861,openai
1,20260815_121607,T17,statistical_reasoning,gpt-4o,gpt-4o,base_d,5,2,5,0.6263,False,5,5,5,0.7829,False,0.0,3.0,0.0,1.0,False,593,950,6.624,openai
1,20260815_121607,T18,code_debugging,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,5,0.6188,False,3,5,4,0.6188,False,0.0,1.0,1.0,0.667,False,641,2252,7.296,openai
1,20260815_121607,T18,code_debugging,gpt-4o,gpt-4o,base_a,5,4,5,0.7037,False,5,5,5,0.7539,False,0.0,1.0,0.0,0.333,False,758,964,5.8,openai
1,20260815_121607,T18,code_debugging,gpt-4o,gpt-4o,base_b,3,2,4,0.4474,False,5,5,5,0.7456,False,2.0,3.0,1.0,2.0,False,816,1257,7.941,openai
1,20260815_121607,T18,code_debugging,gpt-4o,gpt-4o,base_c,4,3,5,0.5872,False,5,5,5,0.734,False,1.0,2.0,0.0,1.0,False,908,1275,9.509,openai
1,20260815_121607,T18,code_debugging,gpt-4o,gpt-4o,base_d,4,5,5,0.7113,False,5,5,5,0.7621,False,1.0,0.0,0.0,0.333,False,706,1047,7.239,openai
1,20260815_121607,T19,code_debugging,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,3,0.5266,False,3,5,3,0.5793,False,0.0,1.0,0.0,0.333,False,560,2163,6.279,openai
1,20260815_121607,T19,code_debugging,gpt-4o,gpt-4o,base_a,4,3,5,0.6119,False,5,5,5,0.7649,False,1.0,2.0,0.0,1.0,False,689,887,6.243,openai
1,20260815_121607,T19,code_debugging,gpt-4o,gpt-4o,base_b,5,5,5,0.7335,False,5,5,5,0.7335,False,0.0,0.0,0.0,0.0,True,912,1345,8.869,openai
1,20260815_121607,T19,code_debugging,gpt-4o,gpt-4o,base_c,4,4,5,0.6585,False,4,5,4,0.6585,False,0.0,1.0,1.0,0.667,False,720,1079,8.571,openai
1,20260815_121607,T19,code_debugging,gpt-4o,gpt-4o,base_d,5,4,5,0.6926,False,5,5,5,0.742,False,0.0,1.0,0.0,0.333,False,843,1176,7.432,openai
1,20260815_121607,T20,code_debugging,gpt-4o,gpt-4o,wlm_hybrid_v2,3,2,2,0.3715,False,4,3,3,0.5308,False,1.0,1.0,1.0,1.0,False,533,2166,6.366,openai
1,20260815_121607,T20,code_debugging,gpt-4o,gpt-4o,base_a,4,2,5,0.5628,False,4,5,4,0.6652,False,0.0,3.0,1.0,1.333,False,674,902,6.264,openai
1,20260815_121607,T20,code_debugging,gpt-4o,gpt-4o,base_b,4,2,4,0.5046,False,4,2,5,0.5551,False,0.0,0.0,1.0,0.333,False,738,1201,8.88,openai
1,20260815_121607,T20,code_debugging,gpt-4o,gpt-4o,base_c,4,3,5,0.6197,False,4,5,5,0.7229,False,0.0,2.0,0.0,0.667,False,635,1024,8.329,openai
1,20260815_121607,T20,code_debugging,gpt-4o,gpt-4o,base_d,5,3,4,0.6298,False,4,5,5,0.7348,False,1.0,2.0,1.0,1.333,False,572,935,6.452,openai
1,20260815_121607,T21,factual_calibration,gpt-4o,gpt-4o,wlm_hybrid_v2,2,3,2,0.3398,False,4,4,3,0.534,False,2.0,1.0,1.0,1.333,False,959,2600,10.522,openai
1,20260815_121607,T21,factual_calibration,gpt-4o,gpt-4o,base_a,3,4,4,0.5852,False,4,5,3,0.6384,False,1.0,1.0,1.0,1.0,False,525,761,8.54,openai
1,20260815_121607,T21,factual_calibration,gpt-4o,gpt-4o,base_b,2,1,1,0.2048,False,4,5,3,0.6144,False,2.0,4.0,2.0,2.667,False,671,1142,6.527,openai
1,20260815_121607,T21,factual_calibration,gpt-4o,gpt-4o,base_c,4,3,2,0.4328,False,3,5,2,0.4809,False,1.0,2.0,0.0,1.0,False,1023,1420,12.136,openai
1,20260815_121607,T21,factual_calibration,gpt-4o,gpt-4o,base_d,3,4,5,0.6269,False,5,5,4,0.7314,False,2.0,1.0,1.0,1.333,False,589,960,7.162,openai
1,20260815_121607,T22,factual_calibration,gpt-4o,gpt-4o,wlm_hybrid_v2,5,5,5,0.7656,False,4,5,5,0.7146,False,1.0,0.0,0.0,0.333,False,685,2330,8.028,openai
1,20260815_121607,T22,factual_calibration,gpt-4o,gpt-4o,base_a,5,5,5,0.7786,False,4,5,5,0.7267,False,1.0,0.0,0.0,0.333,False,614,854,7.249,openai
1,20260815_121607,T22,factual_calibration,gpt-4o,gpt-4o,base_b,3,4,5,0.6014,False,4,4,5,0.6515,False,1.0,0.0,0.0,0.333,False,773,1248,6.698,openai
1,20260815_121607,T22,factual_calibration,gpt-4o,gpt-4o,base_c,4,5,5,0.6847,False,4,5,3,0.5869,False,0.0,0.0,2.0,0.667,False,911,1312,11.891,openai
1,20260815_121607,T22,factual_calibration,gpt-4o,gpt-4o,base_d,5,5,5,0.7663,False,4,3,4,0.5619,False,1.0,2.0,1.0,1.333,False,681,1056,7.272,openai
1,20260815_121607,T23,factual_calibration,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,4,0.5566,False,4,4,5,0.6578,False,1.0,0.0,1.0,0.667,False,725,2327,8.847,openai
1,20260815_121607,T23,factual_calibration,gpt-4o,gpt-4o,base_a,4,5,4,0.6459,False,4,4,4,0.5962,False,0.0,1.0,0.0,0.333,False,819,1016,11.938,openai
1,20260815_121607,T23,factual_calibration,gpt-4o,gpt-4o,base_b,3,3,4,0.5035,False,5,5,5,0.7553,False,2.0,2.0,1.0,1.667,False,749,1181,10.56,openai
1,20260815_121607,T23,factual_calibration,gpt-4o,gpt-4o,base_c,3,3,4,0.495,False,4,5,3,0.5941,False,1.0,2.0,1.0,1.333,False,839,1197,14.184,openai
1,20260815_121607,T23,factual_calibration,gpt-4o,gpt-4o,base_d,4,4,5,0.6573,False,4,5,3,0.6067,False,0.0,1.0,2.0,1.0,False,729,1061,9.013,openai
1,20260815_121607,T24,causal_inference,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,3,0.5088,False,4,4,3,0.5597,False,1.0,0.0,0.0,0.333,False,699,2303,9.52,openai
1,20260815_121607,T24,causal_inference,gpt-4o,gpt-4o,base_a,4,3,5,0.626,False,5,5,5,0.7824,False,1.0,2.0,0.0,1.0,False,595,794,7.082,openai
1,20260815_121607,T24,causal_inference,gpt-4o,gpt-4o,base_b,4,4,5,0.6401,False,5,5,4,0.6894,False,1.0,1.0,1.0,1.0,False,870,1304,10.111,openai
1,20260815_121607,T24,causal_inference,gpt-4o,gpt-4o,base_c,4,5,5,0.6803,False,4,5,4,0.6317,False,0.0,0.0,1.0,0.333,False,952,1312,12.376,openai
1,20260815_121607,T24,causal_inference,gpt-4o,gpt-4o,base_d,4,4,5,0.6608,False,5,4,5,0.7116,False,1.0,0.0,0.0,0.333,False,704,1038,7.804,openai
1,20260815_121607,T25,causal_inference,gpt-4o,gpt-4o,wlm_hybrid_v2,3,3,4,0.4989,False,4,5,4,0.6486,False,1.0,2.0,0.0,1.0,False,796,2411,10.548,openai
1,20260815_121607,T25,causal_inference,gpt-4o,gpt-4o,base_a,4,3,5,0.6235,False,5,5,4,0.7275,False,1.0,2.0,1.0,1.333,False,610,820,7.786,openai
1,20260815_121607,T25,causal_inference,gpt-4o,gpt-4o,base_b,4,4,5,0.6595,False,5,5,4,0.7102,False,1.0,1.0,1.0,1.0,False,713,1158,6.861,openai
1,20260815_121607,T25,causal_inference,gpt-4o,gpt-4o,base_c,5,3,5,0.6687,False,4,5,4,0.6687,False,1.0,2.0,1.0,1.333,False,651,1022,7.814,openai
1,20260815_121607,T25,causal_inference,gpt-4o,gpt-4o,base_d,5,3,5,0.6664,False,4,5,4,0.6664,False,1.0,2.0,1.0,1.333,False,666,1011,7.491,openai
1,20260815_121607,T26,causal_inference,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,5,0.7089,False,4,5,5,0.7089,False,0.0,0.0,0.0,0.0,True,722,2307,9.388,openai
1,20260815_121607,T26,causal_inference,gpt-4o,gpt-4o,base_a,4,4,5,0.7075,False,5,5,5,0.8164,False,1.0,1.0,0.0,0.667,False,456,636,5.581,openai
1,20260815_121607,T26,causal_inference,gpt-4o,gpt-4o,base_b,3,4,4,0.5609,False,5,5,5,0.7649,False,2.0,1.0,1.0,1.333,False,689,1104,6.747,openai
1,20260815_121607,T26,causal_inference,gpt-4o,gpt-4o,base_c,3,4,5,0.6242,False,4,5,5,0.7282,False,1.0,1.0,0.0,0.667,False,606,947,7.801,openai
1,20260815_121607,T26,causal_inference,gpt-4o,gpt-4o,base_d,4,3,5,0.6307,False,5,4,5,0.7358,False,1.0,1.0,0.0,0.667,False,567,882,7.267,openai
1,20260815_121607,T27,mathematical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,2,3,2,0.363,False,4,4,3,0.5704,False,2.0,1.0,1.0,1.333,False,618,2217,7.494,openai
1,20260815_121607,T27,mathematical_reasoning,gpt-4o,gpt-4o,base_a,4,5,5,0.6577,False,5,5,5,0.7047,False,1.0,0.0,0.0,0.333,False,1205,1399,20.574,openai
1,20260815_121607,T27,mathematical_reasoning,gpt-4o,gpt-4o,base_b,5,5,5,0.7336,False,5,5,4,0.6847,False,0.0,0.0,1.0,0.333,False,911,1340,9.36,openai
1,20260815_121607,T27,mathematical_reasoning,gpt-4o,gpt-4o,base_c,3,4,4,0.5395,False,3,4,3,0.4904,False,0.0,0.0,1.0,0.333,False,894,1249,12.98,openai
1,20260815_121607,T27,mathematical_reasoning,gpt-4o,gpt-4o,base_d,5,5,5,0.7265,False,5,5,4,0.6781,False,0.0,0.0,1.0,0.333,False,974,1303,8.114,openai
1,20260815_121607,T28,mathematical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,3,2,3,0.4249,False,4,5,5,0.7435,False,1.0,3.0,2.0,2.0,False,531,2157,5.899,openai
1,20260815_121607,T28,mathematical_reasoning,gpt-4o,gpt-4o,base_a,5,3,5,0.6537,False,5,5,4,0.7039,False,0.0,2.0,1.0,1.0,False,756,977,7.308,openai
1,20260815_121607,T28,mathematical_reasoning,gpt-4o,gpt-4o,base_b,5,3,5,0.6588,False,3,3,4,0.5068,False,2.0,0.0,1.0,1.0,False,718,1174,8.103,openai
1,20260815_121607,T28,mathematical_reasoning,gpt-4o,gpt-4o,base_c,4,3,5,0.6008,False,4,5,5,0.7009,False,0.0,2.0,0.0,0.667,False,778,1160,12.352,openai
1,20260815_121607,T28,mathematical_reasoning,gpt-4o,gpt-4o,base_d,4,3,5,0.6003,False,3,3,4,0.5003,False,1.0,0.0,1.0,0.667,False,782,1138,11.142,openai
1,20260815_121607,T29,mathematical_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,3,5,5,0.6728,False,3,5,3,0.5693,False,0.0,0.0,2.0,0.667,False,626,2221,7.622,openai
1,20260815_121607,T29,mathematical_reasoning,gpt-4o,gpt-4o,base_a,5,4,5,0.6859,False,5,5,5,0.7349,False,0.0,1.0,0.0,0.333,False,900,1090,9.129,openai
1,20260815_121607,T29,mathematical_reasoning,gpt-4o,gpt-4o,base_b,5,5,5,0.7322,False,5,5,5,0.7322,False,0.0,0.0,0.0,0.0,True,923,1348,16.057,openai
1,20260815_121607,T29,mathematical_reasoning,gpt-4o,gpt-4o,base_c,4,4,5,0.6873,False,4,5,5,0.7402,False,0.0,1.0,0.0,0.333,False,546,897,7.191,openai
1,20260815_121607,T29,mathematical_reasoning,gpt-4o,gpt-4o,base_d,5,4,5,0.6932,False,5,5,5,0.7427,False,0.0,1.0,0.0,0.333,False,838,1163,8.16,openai
1,20260815_121607,T30,scientific_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,3,4,3,0.523,False,4,3,3,0.523,False,1.0,1.0,0.0,0.667,False,585,2157,6.682,openai
1,20260815_121607,T30,scientific_reasoning,gpt-4o,gpt-4o,base_a,5,4,5,0.7786,False,4,5,4,0.7229,False,1.0,1.0,1.0,1.0,False,400,567,5.169,openai
1,20260815_121607,T30,scientific_reasoning,gpt-4o,gpt-4o,base_b,4,3,4,0.5675,False,4,5,4,0.6706,False,0.0,2.0,0.0,0.667,False,639,1041,6.674,openai
1,20260815_121607,T30,scientific_reasoning,gpt-4o,gpt-4o,base_c,4,3,4,0.5622,False,4,5,5,0.7155,False,0.0,2.0,1.0,1.0,False,679,1007,8.474,openai
1,20260815_121607,T30,scientific_reasoning,gpt-4o,gpt-4o,base_d,5,3,4,0.6274,False,5,5,5,0.7843,False,0.0,2.0,1.0,1.0,False,586,888,5.949,openai
1,20260815_121607,T31,scientific_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,4,0.6672,False,4,5,3,0.6158,False,0.0,0.0,1.0,0.333,False,661,2273,7.094,openai
1,20260815_121607,T31,scientific_reasoning,gpt-4o,gpt-4o,base_a,4,4,5,0.6871,False,5,5,5,0.7929,False,1.0,1.0,0.0,0.667,False,547,754,6.528,openai
1,20260815_121607,T31,scientific_reasoning,gpt-4o,gpt-4o,base_b,3,4,5,0.6213,False,5,5,5,0.7767,False,2.0,1.0,0.0,1.0,False,624,1066,6.202,openai
1,20260815_121607,T31,scientific_reasoning,gpt-4o,gpt-4o,base_c,4,4,5,0.6906,False,4,3,3,0.5312,False,0.0,1.0,2.0,1.0,False,530,898,7.403,openai
1,20260815_121607,T31,scientific_reasoning,gpt-4o,gpt-4o,base_d,4,3,5,0.6367,False,5,4,4,0.6898,False,1.0,1.0,1.0,1.0,False,534,876,6.669,openai
1,20260815_121607,T32,scientific_reasoning,gpt-4o,gpt-4o,wlm_hybrid_v2,4,5,5,0.7207,False,5,5,5,0.7721,False,1.0,0.0,0.0,0.333,False,648,2257,7.313,openai
1,20260815_121607,T32,scientific_reasoning,gpt-4o,gpt-4o,base_a,4,3,4,0.5793,False,5,5,5,0.7899,False,1.0,2.0,1.0,1.333,False,560,764,8.384,openai
1,20260815_121607,T32,scientific_reasoning,gpt-4o,gpt-4o,base_b,3,3,4,0.5074,False,5,5,5,0.7611,False,2.0,2.0,1.0,1.667,False,712,1151,8.187,openai
